English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
"Theme preview for %@. Shows both cars, both helmets, the explosion, and the road colors.","Theme-Vorschau für %@. Zeigt beide Autos, beide Helme, die Explosion und die Straßenfarben.",In-app,settings_theme_gallery_preview_accessibility %@,,needs_review,
"%@ theme preview. Home-console sparkle: two bold pixel cars, two punchy helmets, a hot orange crash, and a gray arcade road with bright yellow lines.","Vorschau für das %@-Theme. Heimkonsolen-Funkeln: zwei kräftige Pixelautos, zwei markante Helme, ein heißer orangener Crash und eine graue Arcade-Straße mit leuchtend gelben Linien.",In-app,settings_theme_gallery_preview_accessibility_eight_bit,,needs_review,
"LCD theme preview. Calculator-arcade vibes: two crisp racers, two clean helmets, a bright crash, and a pale road palette built for sunny high-score runs.","Vorschau für das LCD-Theme. Taschenrechner-Arcade-Stimmung: zwei klare Rennwagen, zwei saubere Helme, ein heller Crash und eine helle Straße für sonnige Highscore-Runden.",In-app,settings_theme_gallery_preview_accessibility_lcd,,needs_review,
"Pocket theme preview. Tiny handheld vibes: two moss-green racers, two chunky helmets, a crunchy crash, and a muted road palette from an old pocket screen.","Vorschau für das Pocket-Theme. Kleine Handheld-Vibes: zwei moosgrüne Rennwagen, zwei kantige Helme, ein knackiger Crash und eine gedämpfte Straßenpalette wie auf einem alten Taschendisplay.",In-app,settings_theme_gallery_preview_accessibility_pocket,,needs_review,
"%@ theme preview. Early arcade drama: two richer pixel cars, two glossy helmets, a fiery crash, and a fast gray road cutting through green grass.","Vorschau für das %@-Theme. Frühe Arcade-Dramatik: zwei detailreichere Pixelautos, zwei glänzende Helme, ein feuriger Crash und eine schnelle graue Straße durch grünes Gras.",In-app,settings_theme_gallery_preview_accessibility_sixteen_bit,,needs_review,
"%@ theme preview. Low-poly console racing: two faceted racers, two sculpted helmets, an explosive crash, and a neon aqua circuit over midnight asphalt.","Vorschau für das %@-Theme. Low-Poly-Konsolenrennen: zwei kantige Rennwagen, zwei modellierte Helme, ein explosiver Crash und eine neon-aquafarbene Strecke auf nachtdunklem Asphalt.",In-app,settings_theme_gallery_preview_accessibility_sixty_four_bit,,needs_review,
"%@ theme preview. Late-’90s console energy: two detailed racers, two glossy helmets, a bright crash, and an electric aqua circuit over dark asphalt.","Vorschau für das %@-Theme. Konsolenenergie der späten Neunziger: zwei detailreiche Rennwagen, zwei glänzende Helme, ein heller Crash und eine elektrisch aquafarbene Strecke auf dunklem Asphalt.",In-app,settings_theme_gallery_preview_accessibility_thirty_two_bit,,needs_review,
Style Gallery,Stilgalerie,In-app,settings_theme_gallery_title,,needs_review,
"Want to change themes, get Unlimited Plays, and support the game's development too?","Willst du Themes wechseln, Unbegrenzte Spiele bekommen und die Entwicklung des Spiels unterstützen?",In-app,settings_theme_gallery_unlock_body,,needs_review,
Style,Stil,In-app,settings_theme_style,,needs_review,
Want to change themes? Unlock Unlimited Plays in Purchases.,Themes wechseln? Schalte Unbegrenzte Spiele unter Käufe frei.,In-app,settings_theme_unlock_footnote,,needs_review,
Vibration,Vibration,In-app,settings_vibration,,needs_review,
Announce friend overtakes,Freundes-Überholungen ansagen,In-app,settings_voiceover_friend_overtake_announcements,,needs_review,
Share,Teilen,In-app,share_action,,needs_review,
The connection was lost. Tap Done to return to the menu.,"Die Verbindung wurde unterbrochen. Tippe auf Fertig, um zum Menü zurückzukehren.",In-app,shareplay_aborted_disconnected_body,,needs_review,
Your friend is done playing for now. Tap Done to return to the menu.,"Dein Freund ist für den Moment fertig. Tippe auf Fertig, um zum Menü zurückzukehren.",In-app,shareplay_aborted_session_ended_body,,needs_review,
Session Ended,Session beendet,In-app,shareplay_aborted_title,,needs_review,
Accept Challenge,Challenge annehmen,In-app,shareplay_accept_challenge_button,,needs_review,
RetroRapid! Multiplayer Race,RetroRapid! Multiplayer-Rennen,In-app,shareplay_activity_title,,needs_review,
Get ready! The race is about to start.,Mach dich bereit! Das Rennen startet gleich.,In-app,shareplay_announcement_countdown,,needs_review,
Your friend disconnected.,Dein Freund hat die Verbindung getrennt.,In-app,shareplay_announcement_disconnected,,needs_review,
You lost with %lld overtakes. Your friend: %lld.,Du hast mit %lld Überholungen verloren. Dein Freund: %lld.,In-app,shareplay_announcement_lost %lld %lld,,needs_review,
Go!,Los!,In-app,shareplay_announcement_round_start,,needs_review,
The SharePlay session has ended.,Die SharePlay-Session ist beendet.,In-app,shareplay_announcement_session_ended,,needs_review,
It's a tie at %lld overtakes each.,Unentschieden bei je %lld Überholungen.,In-app,shareplay_announcement_tie %lld %lld,,needs_review,
Waiting for your friend to join.,"Warte, bis dein Freund beitritt.",In-app,shareplay_announcement_waiting,,needs_review,
Waiting for your friend to finish.,"Warte, bis dein Freund fertig ist.",In-app,shareplay_announcement_waiting_for_opponent,,needs_review,
You won with %lld overtakes. Your friend: %lld.,Du hast mit %lld Überholungen gewonnen. Dein Freund: %lld.,In-app,shareplay_announcement_won %lld %lld,,needs_review,
Starting in %lld,Start in %lld,In-app,shareplay_countdown_accessibility %lld,,needs_review,
Get Ready!,Mach dich bereit!,In-app,shareplay_countdown_title,,needs_review,
Connection Lost,Verbindung verloren,In-app,shareplay_disconnected_title,,needs_review,
Done,Fertig,In-app,shareplay_done_button,,needs_review,
You: %lld  Friend: %lld,Du: %lld  Freund: %lld,In-app,shareplay_final_scores %lld %lld,,needs_review,
Your friend's: %lld,Deines Freundes: %lld,In-app,shareplay_friend_overtakes %lld,,needs_review,
Leave,Verlassen,In-app,shareplay_leave_button,,needs_review,
You,Du,In-app,shareplay_local_player_name,,needs_review,
Your friend,Dein Freund,In-app,shareplay_opponent_fallback_name,,needs_review,
"%@, %lld overtakes, %lld lives remaining","%@, %lld Überholungen, %lld Leben übrig",In-app,shareplay_opponent_overtakes_accessibility %@ %lld %lld,,needs_review,
%@: %lld overtakes,%@: %lld Überholungen,In-app,shareplay_opponent_overtakes_row %@ %lld,,needs_review,
Friend score: %lld,Freundes-Punkte: %lld,In-app,shareplay_opponent_score_accessibility_label %lld,,needs_review,
Friend,Freund,In-app,shareplay_opponent_score_fallback_label,,needs_review,
Friend,Freund,In-app,shareplay_opponent_score_label,,needs_review,
%@: %lld overtakes,%@: %lld Überholungen,In-app,shareplay_overtakes_row %@ %lld,,needs_review,
Bad Luck!,Pech gehabt!,In-app,shareplay_result_lost,,needs_review,
Next round could go your way.,Nächste Runde könnte für dich laufen.,In-app,shareplay_result_lost_subtitle,,needs_review,
It's a Tie!,Unentschieden!,In-app,shareplay_result_tie,,needs_review,
What a race. You matched each other overtake for overtake.,Was für ein Rennen. Ihr habt euch Überholung für Überholung getroffen.,In-app,shareplay_result_tie_subtitle,,needs_review,
Match Result,Spielergebnis,In-app,shareplay_result_title,,needs_review,
You Won!,Du hast gewonnen!,In-app,shareplay_result_won,,needs_review,
Nice work. You crossed the line first!,Starke Leistung. Du bist als Erster ins Ziel!,In-app,shareplay_result_won_subtitle,,needs_review,
Play Again,Nochmal spielen,In-app,shareplay_retry_button,,needs_review,
Your friend challenged you again?,Dein Freund fordert dich wieder heraus?,In-app,shareplay_retry_challenge_title,,needs_review,
You didn't both confirm in time. Tap Leave to return to the menu.,"Ihr habt beide nicht rechtzeitig bestätigt. Tippe auf Verlassen, um zum Menü zurückzukehren.",In-app,shareplay_retry_timed_out_body,,needs_review,
Rematch Timed Out,Revanche abgelaufen,In-app,shareplay_retry_timed_out_title,,needs_review,
Waiting for your friend to confirm...,"Warte, bis dein Freund bestätigt...",In-app,shareplay_retry_waiting_for_opponent,,needs_review,
Accept when you're ready for the rematch.,"Nimm an, wenn du bereit für die Revanche bist.",In-app,shareplay_retry_waiting_for_you,,needs_review,
Rematch?,Revanche?,In-app,shareplay_retry_waiting_title,,needs_review,
"%@, %lld points, %lld lives remaining","%@, %lld Punkte, %lld Leben übrig",In-app,shareplay_score_accessibility %@ %lld %lld,,needs_review,
%@: %lld,%@: %lld,In-app,shareplay_score_row %@ %lld,,needs_review,
Your overtakes: %lld. Friend: %lld,Deine Überholungen: %lld. Freund: %lld,In-app,shareplay_waiting_for_opponent_overtakes %lld %lld,,needs_review,
Your overtakes: %lld. Friend: %lld,Deine Überholungen: %lld. Freund: %lld,In-app,shareplay_waiting_for_opponent_scores %lld %lld,,needs_review,
Waiting for your friend to finish...,"Warte, bis dein Freund fertig ist...",In-app,shareplay_waiting_for_opponent_title,,needs_review,
Waiting for your friend...,Warte auf deinen Freund...,In-app,shareplay_waiting_title,,needs_review,
Your overtakes: %lld,Deine Überholungen: %lld,In-app,shareplay_your_overtakes %lld,,needs_review,
You: %lld,Du: %lld,In-app,shareplay_your_score_row %lld,,needs_review,
Hey Ho!,Hey Ho!,In-app,speed_alert_hey_ho,,needs_review,
Hey Ho! Speed increasing!,Hey Ho! Tempo steigt!,In-app,speed_increase_announcement,,needs_review,
Speed increasing!,Tempo steigt!,In-app,speed_increasing_alert,,needs_review,
Cruise,Cruise,In-app,speed_level_cruise,,needs_review,
Fast,Schnell,In-app,speed_level_fast,,needs_review,
Rapid,Rapid,In-app,speed_level_rapid,,needs_review,
All lanes safe,Alle Spuren sicher,In-app,tutorial_audio_lane_all,,needs_review,
Center,Mitte,In-app,tutorial_audio_lane_center,,needs_review,
Center and right,Mitte und rechts,In-app,tutorial_audio_lane_center_right,,needs_review,
Left,Links,In-app,tutorial_audio_lane_left,,needs_review,
Left and center,Links und Mitte,In-app,tutorial_audio_lane_left_center,,needs_review,
Left and right,Links und rechts,In-app,tutorial_audio_lane_left_right,,needs_review,
Lane cue variants,Spurhinweis-Varianten,In-app,tutorial_audio_lane_modes_title,,needs_review,
Right,Rechts,In-app,tutorial_audio_lane_right,,needs_review,
Plays safe lanes one note after another from left to right.,Spielt sichere Spuren nacheinander von links nach rechts ab.,In-app,tutorial_audio_mode_description_arpeggio,,needs_review,
Plays all safe lanes at once as a chord.,Spielt alle sicheren Spuren gleichzeitig als Akkord.,In-app,tutorial_audio_mode_description_chord,,needs_review,
Plays short pulses in lane slots; an active pulse marks a safe lane.,Spielt kurze Pulse in Spurpositionen; ein aktiver Puls markiert eine sichere Spur.,In-app,tutorial_audio_mode_description_lane_pulses,,needs_review,
Lane change cue variants,Spurwechsel-Hinweis-Varianten,In-app,tutorial_audio_move_modes_title,,needs_review,
Plays a success haptic for a safe lane and a move haptic for an unsafe lane.,Spielt ein Erfolgs-Haptik-Feedback bei sicherer Spur und ein Bewegungs-Haptik-Feedback bei unsicherer Spur.,In-app,tutorial_audio_move_style_description_haptics,,needs_review,
Plays lane confirmation followed by a success or fail tone.,Spielt Spurbestätigung gefolgt von Erfolgs- oder Fehlerton.,In-app,tutorial_audio_move_style_description_lane_and_safety,,needs_review,
"Plays only the destination lane note, as you move left or right, so you can match it with the audio cue.","Spielt nur die Zielspur-Note beim Bewegen nach links oder rechts, damit du sie mit dem Audio-Hinweis abgleichen kannst.",In-app,tutorial_audio_move_style_description_lane_confirmation,,needs_review,
Plays only a success or fail tone.,Spielt nur einen Erfolgs- oder Fehlerton.,In-app,tutorial_audio_move_style_description_safety_only,,needs_review,
Play,Abspielen,In-app,tutorial_audio_play_preview,,needs_review,
Fail,Fehler,In-app,tutorial_audio_preview_fail,,needs_review,
Safe,Sicher,In-app,tutorial_audio_preview_safe,,needs_review,
Safe lane,Sichere Spur,In-app,tutorial_audio_preview_safe_lane,,needs_review,
Unsafe,Unsicher,In-app,tutorial_audio_preview_unsafe,,needs_review,
Unsafe lane,Unsichere Spur,In-app,tutorial_audio_preview_unsafe_lane,,needs_review,
Audio cue tutorial,Audio-Hinweis-Tutorial,In-app,tutorial_audio_title,,needs_review,
%@ configured,%@ konfiguriert,In-app,tutorial_configured %@,,needs_review,
Tutorial,Tutorial,In-app,tutorial_help_button,,needs_review,
Tutorial,Tutorial,In-app,tutorial_help_title,,needs_review,
Audio feedback mode,Audio-Feedback-Modus,In-app,tutorial_section_audio_feedback_mode,,needs_review,
Description,Beschreibung,In-app,tutorial_section_description,,needs_review,
Lane change cue,Spurwechsel-Hinweis,In-app,tutorial_section_lane_change_cue,,needs_review,
Speed increase warning feedback,Feedback bei Tempoerhöhung,In-app,tutorial_section_speed_warning_feedback,,needs_review,
Set %@,%@ setzen,In-app,tutorial_set %@,,needs_review,
Announces the speed increase with VoiceOver.,Sagt die Tempoerhöhung mit VoiceOver an.,In-app,tutorial_speed_warning_description_announcement,,needs_review,
Plays a warning haptic before the speed increase.,Spielt ein Warn-Haptik-Feedback vor der Tempoerhöhung.,In-app,tutorial_speed_warning_description_haptic,,needs_review,
Does not play any speed-increase warning.,Spielt keinen Warnhinweis bei Tempoerhöhung.,In-app,tutorial_speed_warning_description_none,,needs_review,
Plays a short three-note ascending warning chirp.,Spielt einen kurzen dreinotigen aufsteigenden Warnton.,In-app,tutorial_speed_warning_description_sound,,needs_review,
"RetroRapid! is a 3-lane racing game. Move left or right between the three positions. We play sounds to indicate which lanes are safe, and you must quickly move into a safe lane to overtake cars and avoid crashing.","RetroRapid! ist ein 3-Spur-Rennspiel. Bewege dich links oder rechts zwischen den drei Positionen. Wir spielen Töne ab, die sichere Spuren anzeigen, und du musst schnell in eine sichere Spur wechseln, um Autos zu überholen und Crashes zu vermeiden.",In-app,tutorial_voiceover_intro,,needs_review,
"Start or join a FaceTime call, then try Play with Friends again.","Starte einen FaceTime-Anruf oder nimm daran teil und versuche dann erneut, mit Freunden zu spielen.",In-app,tvos_shareplay_facetime_required,,needs_review,
Polygon Racing,Polygon-Rennen,In-app,vision_64bit_racing,,needs_review,
Classic,Klassisch,In-app,vision_classic_title,,needs_review,
Classic race track,Klassische Rennstrecke,In-app,vision_classic_track,,needs_review,
Current lane,Aktuelle Spur,In-app,vision_current_lane,,needs_review,
Game Over,Spiel beendet,In-app,vision_game_over,,needs_review,
"Score %lld, %lld lives, level %lld","Punkte %lld, %lld Leben, Level %lld",In-app,vision_hud_status_format,,needs_review,
Lane %lld,Spur %lld,In-app,vision_lane_format,,needs_review,
Level %lld,Level %lld,In-app,vision_level_format,,needs_review,
The 3D car could not be loaded. Your race is still active in Classic. Try again.,Das 3D-Auto konnte nicht geladen werden. Dein Rennen ist in der klassischen Ansicht weiterhin aktiv. Versuche es erneut.,In-app,vision_model_unavailable,,needs_review,
"Race in a classic window, then move the same run onto your table in 3D.",Fahre in einem klassischen Fenster und verschiebe dasselbe Rennen danach in 3D auf deinen Tisch.,In-app,vision_play_description,,needs_review,
Play in 3D,In 3D spielen,In-app,vision_play_in_3d,,needs_review,
Moves this race into a tabletop volume without restarting it,Verschiebt dieses Rennen ohne Neustart in ein Tischvolumen,In-app,vision_play_in_3d_hint,,needs_review,
Race controls,Rennsteuerung,In-app,vision_race_controls,,needs_review,
Race status,Rennstatus,In-app,vision_race_status,,needs_review,
"Score %lld, %lld lives, lane %lld of %lld, %@","Punkte %lld, %lld Leben, Spur %lld von %lld, %@",In-app,vision_race_status_format,,needs_review,
Race track,Rennstrecke,In-app,vision_race_track_input_label,,needs_review,
Return to 2D,Zurück zu 2D,In-app,vision_return_to_2d,,needs_review,
Returns this race to its classic window without restarting it,Bringt dieses Rennen ohne Neustart in sein klassisches Fenster zurück,In-app,vision_return_to_2d_hint,,needs_review,
Select lane,Spur auswählen,In-app,vision_select_lane,,needs_review,
Couldn't start Play with Friends. Return to the Classic window and try again.,Mit Freunden spielen konnte nicht gestartet werden. Kehre zum klassischen Fenster zurück und versuche es erneut.,In-app,vision_shareplay_activation_failed,,needs_review,
Collision,Kollision,In-app,vision_state_collision,,needs_review,
Finished,Beendet,In-app,vision_state_finished,,needs_review,
Paused,Pausiert,In-app,vision_state_paused,,needs_review,
Racing,Rennen läuft,In-app,vision_state_racing,,needs_review,
Ready,Bereit,In-app,vision_state_ready,,needs_review,
3D road ready,3D-Straße bereit,In-app,vision_surface_ready,,needs_review,
Tabletop,Tischansicht,In-app,vision_tabletop_title,,needs_review,
Tabletop race track,Tisch-Rennstrecke,In-app,vision_tabletop_track,,needs_review,
Unable to Switch Presentation,Darstellung konnte nicht gewechselt werden,In-app,vision_transition_alert_title,,needs_review,
x%lld,x%lld,In-app,x%lld,,needs_review,
RetroRapid: Retro Arcade Racer,RetroRapid: Retro-Rennspiel,App Store metadata,name,≤ 30 characters,needs_review,
Dodge Traffic Across 3 Lanes,Weiche dem Verkehr aus,App Store metadata,subtitle,≤ 30 characters,needs_review,
"car,high,score,overtake,reflex,offline,voiceover,haptics,controller,leaderboard,handheld,lcd,friends","rekord,controller,uhr,reaktion,klassisch,endlos,punkte,barrierefrei,erfolge,mac,ipad,wagen,rennen",App Store metadata,keywords,≤ 100 UTF-8 bytes,needs_review,
"Race friends free with SharePlay on iPhone and iPad. Dodge traffic together, rematch fast, and keep solo runs quick anywhere.","Weiche dem Verkehr aus und jage Highscores in schnellen Retro-Rennen – mit Game Center, Apple Watch und barrierefreien Steuerungen.",App Store metadata,promotionalText,≤ 170 characters,needs_review,
"RetroRapid! is a fast 3-lane arcade racer built for quick sessions and high-score chasing.

Dodge traffic and survive as speed keeps rising. Controls are easy to learn and hard to master, so every run becomes a reflex challenge.

Why players keep coming back:
- Quick, one-more-run arcade gameplay
- Live two-player SharePlay races on iPhone and iPad
- Friend races are free and never use daily plays
- Game Center leaderboards, achievements, and friend markers
- Play on iPhone, iPad, Mac, and Apple Watch
- Touch, swipe, keyboard, Digital Crown, and supported game controllers
- VoiceOver, audio cues, haptics, larger text, high contrast, and Reduce Motion support
- Works offline for quick races anytime
- Play free every day, or unlock Unlimited Plays once; no subscription
- No data collection

Crash, restart, and beat your best.

Players are saying:
""I am really a fan of this nice accessible game that I can just pick up and play! Finally, something that also works with the apple watch!""
- Datafile, App Store review

Featured in Create with Swift, Weekly Newsletter #96 (Indie App of the Week):
""But beyond the nostalgia and tight gameplay, what truly stands out is its accessibility.""","RetroRapid! ist ein schnelles 3-Spuren-Arcade-Rennspiel für kurze Sessions und die Jagd nach Highscores.

Weiche dem Verkehr aus und halte durch, wenn das Tempo steigt. Die Steuerung ist leicht zu lernen und schwer zu meistern – jede Runde wird zur Reflexprüfung.

Warum Spieler wiederkommen:
- Schnelles Arcade-Gameplay für ""noch eine Runde""
- Live-Zweispieler-SharePlay-Rennen auf iPhone und iPad
- Freundesrennen sind gratis und verbrauchen keine Tages-Spiele
- Game-Center-Bestenlisten, Erfolge und Freundesmarker
- Spiele auf iPhone, iPad, Mac und Apple Watch
- Touch, Wischen, Tastatur, Digital Crown und unterstützte Controller
- VoiceOver, Audiohinweise, Haptik, größerer Text, hoher Kontrast und Bewegung reduzieren
- Funktioniert offline für schnelle Runden jederzeit
- Spiele jeden Tag gratis oder schalte Unbegrenzte Spiele einmal frei – kein Abo
- Keine Datenerfassung

Crash, neu starten und schlage deinen Rekord.

Featured in Create with Swift, Weekly Newsletter #96 (Indie App of the Week):
""Doch abgesehen von der Nostalgie und dem straffen Gameplay sticht vor allem die Barrierefreiheit hervor.""",App Store metadata,description,≤ 4000 characters,needs_review,
"Discover two new visual styles: Cartridge and CRT. The new Style Gallery makes it easy to preview every theme before choosing your favorite.

SharePlay friend races now work on Mac too, alongside iPhone and iPad.

This update also improves performance, refines landscape layouts, polishes menus and game-over screens, and makes cars and helmets clearer across themes.

RetroRapid! is now fully localized in Turkish and Polish.

Thanks for racing with us.","Entdecke zwei neue Grafikstile: Cartridge und CRT. In der neuen Stilgalerie kannst du jedes Theme ansehen, bevor du deinen Favoriten auswählst.

SharePlay-Rennen mit Freunden funktionieren jetzt auch auf dem Mac sowie auf iPhone und iPad.

Dieses Update verbessert außerdem die Leistung und Querformat-Layouts, verfeinert Menüs und Game-Over-Bildschirme und macht Autos und Helme in allen Themes deutlicher.

RetroRapid! ist jetzt vollständig auf Türkisch und Polnisch lokalisiert.

Danke, dass du mit uns fährst.",App Store metadata,whatsNew,≤ 4000 characters,needs_review,
Unlimited Plays,Unbegrenzte Spiele,IAP,unlimitedPlays.name,≤ 30 characters,needs_review,
Play unlimited and support RetroRapid!,Spiele unbegrenzt und unterstütze RetroRapid!,IAP,unlimitedPlays.description,≤ 45 characters,needs_review,
Streak 100,Serie 100,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0100.name,≤ 100 characters,needs_review,
Overtake 100 cars in one run.,Überhole 100 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0100.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 100 cars in one run.,Du hast 100 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0100.earnedDescription,≤ 200 characters,needs_review,
Streak 200,Serie 200,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0200.name,≤ 100 characters,needs_review,
Overtake 200 cars in one run.,Überhole 200 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0200.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 200 cars in one run.,Du hast 200 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0200.earnedDescription,≤ 200 characters,needs_review,
Streak 300,Serie 300,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0300.name,≤ 100 characters,needs_review,
Overtake 300 cars in one run.,Überhole 300 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0300.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 300 cars in one run.,Du hast 300 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0300.earnedDescription,≤ 200 characters,needs_review,
Streak 400,Serie 400,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0400.name,≤ 100 characters,needs_review,
Overtake 400 cars in one run.,Überhole 400 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0400.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 400 cars in one run.,Du hast 400 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0400.earnedDescription,≤ 200 characters,needs_review,
Streak 500,Serie 500,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0500.name,≤ 100 characters,needs_review,
Overtake 500 cars in one run.,Überhole 500 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0500.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 500 cars in one run.,Du hast 500 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0500.earnedDescription,≤ 200 characters,needs_review,
Streak 600,Serie 600,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0600.name,≤ 100 characters,needs_review,
Overtake 600 cars in one run.,Überhole 600 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0600.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 600 cars in one run.,Du hast 600 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0600.earnedDescription,≤ 200 characters,needs_review,
Streak 700,Serie 700,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0700.name,≤ 100 characters,needs_review,
Overtake 700 cars in one run.,Überhole 700 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0700.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 700 cars in one run.,Du hast 700 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0700.earnedDescription,≤ 200 characters,needs_review,
Streak 800,Serie 800,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0800.name,≤ 100 characters,needs_review,
Overtake 800 cars in one run.,Überhole 800 Autos in einer Runde.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0800.preEarnedDescription,≤ 200 characters,needs_review,
You overtook 800 cars in one run.,Du hast 800 Autos in einer Runde überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.run.overtakes.0800.earnedDescription,≤ 200 characters,needs_review,
Overlander 1K,Overlander 1K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.001k.name,≤ 100 characters,needs_review,
"Overtake 1,000 cars in total.",Überhole 1.000 Autos insgesamt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.001k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 1,000 cars in total.",Du hast 1.000 Autos insgesamt überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.001k.earnedDescription,≤ 200 characters,needs_review,
Overlander 5K,Overlander 5K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.005k.name,≤ 100 characters,needs_review,
"Overtake 5,000 cars in total.",Überhole 5.000 Autos insgesamt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.005k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 5,000 cars in total.",Du hast 5.000 Autos insgesamt überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.005k.earnedDescription,≤ 200 characters,needs_review,
Overlander 10K,Overlander 10K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.010k.name,≤ 100 characters,needs_review,
"Overtake 10,000 cars in total.",Überhole 10.000 Autos insgesamt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.010k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 10,000 cars in total.",Du hast 10.000 Autos insgesamt überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.010k.earnedDescription,≤ 200 characters,needs_review,
Overlander 20K,Overlander 20K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.020k.name,≤ 100 characters,needs_review,
"Overtake 20,000 cars in total.",Überhole 20.000 Autos insgesamt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.020k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 20,000 cars in total.",Du hast 20.000 Autos insgesamt überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.020k.earnedDescription,≤ 200 characters,needs_review,
Overlander 50K,Overlander 50K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.050k.name,≤ 100 characters,needs_review,
"Overtake 50,000 cars in total.",Überhole 50.000 Autos insgesamt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.050k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 50,000 cars in total.",Du hast 50.000 Autos insgesamt überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.050k.earnedDescription,≤ 200 characters,needs_review,
Overlander 100K,Overlander 100K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.100k.name,≤ 100 characters,needs_review,
"Overtake 100,000 cars in total.",Überhole 100.000 Autos insgesamt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.100k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 100,000 cars in total.",Du hast 100.000 Autos insgesamt überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.100k.earnedDescription,≤ 200 characters,needs_review,
